"id","duration","start_date","start_station_id","end_date","end_station_id","bike_id","subscription_type","zip_code","created_at","updated_at"
1106,661,"2013-08-10 08:07:00",2,"2013-08-10 08:18:00",5,89,"Subscriber",94040,"2018-09-11 15:24:08.92184","2018-09-11 15:24:08.92184"
1107,662,"2013-08-10 08:15:00",2,"2013-08-10 08:26:00",12,96,"Subscriber",95051,"2018-09-11 15:24:08.966808","2018-09-11 15:24:08.966808"
1108,450,"2013-08-10 08:17:00",2,"2013-08-10 08:25:00",4,68,"Subscriber",94158,"2018-09-11 15:24:08.982245","2018-09-11 15:24:08.982245"
1109,407,"2013-08-10 08:18:00",2,"2013-08-10 08:24:00",6,192,"Subscriber",94103,"2018-09-11 15:24:08.986306","2018-09-11 15:24:08.986306"
1110,221,"2013-08-10 08:51:00",8,"2013-08-10 08:55:00",11,672,"Subscriber",95112,"2018-09-11 15:24:09.172498","2018-09-11 15:24:09.172498"
1111,341,"2013-08-10 09:01:00",4,"2013-08-10 09:06:00",2,609,"Subscriber",95113,"2018-09-11 15:24:09.225363","2018-09-11 15:24:09.225363"
1112,550,"2013-08-10 10:06:00",2,"2013-08-10 10:15:00",7,24,"Subscriber",94110,"2018-09-11 15:24:09.46674","2018-09-11 15:24:09.46674"
1113,249,"2013-08-10 10:06:00",2,"2013-08-10 10:10:00",5,152,"Subscriber",94107,"2018-09-11 15:24:09.473297","2018-09-11 15:24:09.473297"
1114,378,"2013-08-10 10:11:00",2,"2013-08-10 10:17:00",4,609,"Subscriber",95113,"2018-09-11 15:24:09.484736","2018-09-11 15:24:09.484736"
1115,1002,"2013-08-10 10:13:00",9,"2013-08-10 10:30:00",3,648,"Customer",95112,"2018-09-11 15:24:09.495007","2018-09-11 15:24:09.495007"
1116,329,"2013-08-10 11:18:00",3,"2013-08-10 11:24:00",6,297,"Customer",95112,"2018-09-11 15:24:09.580284","2018-09-11 15:24:09.580284"
1117,210,"2013-08-10 11:31:00",10,"2013-08-10 11:35:00",12,198,"Subscriber",95112,"2018-09-11 15:24:09.604148","2018-09-11 15:24:09.604148"
1118,676,"2013-08-10 11:45:00",9,"2013-08-10 11:57:00",8,31,"Subscriber",95110,"2018-09-11 15:24:09.633884","2018-09-11 15:24:09.633884"
1119,261,"2013-08-10 11:49:00",10,"2013-08-10 11:53:00",8,109,"Subscriber",95113,"2018-09-11 15:24:09.642613","2018-09-11 15:24:09.642613"
1120,2752,"2013-08-10 12:06:00",14,"2013-08-10 12:52:00",14,76,"Subscriber",94301,"2018-09-11 15:24:09.675503","2018-09-11 15:24:09.675503"
1121,164,"2013-08-10 12:09:00",10,"2013-08-10 12:12:00",7,704,"Subscriber",95112,"2018-09-11 15:24:09.681736","2018-09-11 15:24:09.681736"
1122,1003,"2013-08-10 12:23:00",12,"2013-08-10 12:40:00",7,198,"Subscriber",95112,"2018-09-11 15:24:09.70515","2018-09-11 15:24:09.70515"
1123,362,"2013-08-10 12:24:00",13,"2013-08-10 12:30:00",9,661,"Subscriber",94114,"2018-09-11 15:24:09.709033","2018-09-11 15:24:09.709033"
1124,314,"2013-08-10 12:30:00",16,"2013-08-10 12:36:00",8,133,"Subscriber",95112,"2018-09-11 15:24:09.722724","2018-09-11 15:24:09.722724"
1125,282,"2013-08-10 12:36:00",8,"2013-08-10 12:40:00",7,109,"Subscriber",95112,"2018-09-11 15:24:09.741464","2018-09-11 15:24:09.741464"
1126,165,"2013-08-10 12:41:00",4,"2013-08-10 12:44:00",14,609,"Subscriber",95113,"2018-09-11 15:24:09.755338","2018-09-11 15:24:09.755338"
1127,213,"2013-08-10 12:46:00",8,"2013-08-10 12:49:00",11,667,"Subscriber",95113,"2018-09-11 15:24:09.770311","2018-09-11 15:24:09.770311"
1128,476,"2013-08-10 12:53:00",6,"2013-08-10 13:01:00",9,297,"Subscriber",95113,"2018-09-11 15:24:09.79576","2018-09-11 15:24:09.79576"
1129,382,"2013-08-10 13:09:00",9,"2013-08-10 13:15:00",13,187,"Subscriber",94114,"2018-09-11 15:24:09.825987","2018-09-11 15:24:09.825987"
1130,1049,"2013-08-10 13:18:00",10,"2013-08-10 13:35:00",11,676,"Subscriber",94041,"2018-09-11 15:24:09.857051","2018-09-11 15:24:09.857051"
1131,593,"2013-08-10 13:25:00",9,"2013-08-10 13:35:00",6,297,"Subscriber",95113,"2018-09-11 15:24:09.883406","2018-09-11 15:24:09.883406"
1132,448,"2013-08-10 13:42:00",7,"2013-08-10 13:50:00",6,24,"Subscriber",94110,"2018-09-11 15:24:09.922716","2018-09-11 15:24:09.922716"
1133,525,"2013-08-10 14:07:00",7,"2013-08-10 14:16:00",16,704,"Subscriber",95112,"2018-09-11 15:24:09.965148","2018-09-11 15:24:09.965148"
1134,517,"2013-08-10 14:07:00",7,"2013-08-10 14:16:00",16,198,"Subscriber",95112,"2018-09-11 15:24:09.971354","2018-09-11 15:24:09.971354"
1135,121,"2013-08-10 14:17:00",11,"2013-08-10 14:19:00",12,703,"Subscriber",95112,"2018-09-11 15:24:09.980615","2018-09-11 15:24:09.980615"
1136,387,"2013-08-10 14:44:00",7,"2013-08-10 14:50:00",11,109,"Subscriber",95112,"2018-09-11 15:24:10.018396","2018-09-11 15:24:10.018396"
1137,1147,"2013-08-10 14:49:00",3,"2013-08-10 15:08:00",14,35,"Customer",2128,"2018-09-11 15:24:10.036426","2018-09-11 15:24:10.036426"
1138,382,"2013-08-10 15:20:00",14,"2013-08-10 15:26:00",3,35,"Customer",2128,"2018-09-11 15:24:10.078455","2018-09-11 15:24:10.078455"
1139,602,"2013-08-10 15:33:00",9,"2013-08-10 15:43:00",11,156,"Subscriber",95112,"2018-09-11 15:24:10.092077","2018-09-11 15:24:10.092077"
1140,634,"2013-08-10 16:05:00",13,"2013-08-10 16:16:00",2,646,"Subscriber",94114,"2018-09-11 15:24:10.149241","2018-09-11 15:24:10.149241"
1141,257,"2013-08-10 16:15:00",14,"2013-08-10 16:19:00",4,609,"Subscriber",95113,"2018-09-11 15:24:10.186304","2018-09-11 15:24:10.186304"
1142,192,"2013-08-10 17:04:00",10,"2013-08-10 17:07:00",8,656,"Subscriber",95113,"2018-09-11 15:24:10.386417","2018-09-11 15:24:10.386417"
1143,592,"2013-08-10 17:08:00",3,"2013-08-10 17:17:00",2,200,"Customer",95112,"2018-09-11 15:24:10.405333","2018-09-11 15:24:10.405333"
1144,411,"2013-08-10 17:12:00",6,"2013-08-10 17:19:00",2,657,"Subscriber",95377,"2018-09-11 15:24:10.427547","2018-09-11 15:24:10.427547"
1145,606,"2013-08-10 17:13:00",12,"2013-08-10 17:23:00",2,96,"Subscriber",95051,"2018-09-11 15:24:10.431523","2018-09-11 15:24:10.431523"
1146,674,"2013-08-10 17:14:00",9,"2013-08-10 17:25:00",4,41,"Subscriber",95112,"2018-09-11 15:24:10.4428","2018-09-11 15:24:10.4428"
1147,566,"2013-08-10 17:18:00",9,"2013-08-10 17:28:00",10,661,"Subscriber",95112,"2018-09-11 15:24:10.48231","2018-09-11 15:24:10.48231"
1148,535,"2013-08-10 17:32:00",10,"2013-08-10 17:41:00",2,661,"Subscriber",94502,"2018-09-11 15:24:10.539509","2018-09-11 15:24:10.539509"
1149,349,"2013-08-10 17:35:00",4,"2013-08-10 17:41:00",2,609,"Subscriber",94158,"2018-09-11 15:24:10.564882","2018-09-11 15:24:10.564882"
1150,225,"2013-08-10 17:44:00",4,"2013-08-10 17:48:00",14,41,"Subscriber",95113,"2018-09-11 15:24:10.601272","2018-09-11 15:24:10.601272"
1151,531,"2013-08-10 17:51:00",7,"2013-08-10 17:59:00",2,651,"Subscriber",94110,"2018-09-11 15:24:10.637528","2018-09-11 15:24:10.637528"
1152,539,"2013-08-10 18:23:00",16,"2013-08-10 18:32:00",8,198,"Subscriber",95112,"2018-09-11 15:24:10.785511","2018-09-11 15:24:10.785511"
1153,563,"2013-08-10 18:32:00",3,"2013-08-10 18:42:00",14,35,"Customer",2128,"2018-09-11 15:24:10.839385","2018-09-11 15:24:10.839385"
1154,687,"2013-08-10 18:33:00",9,"2013-08-10 18:45:00",5,156,"Subscriber",95112,"2018-09-11 15:24:10.850898","2018-09-11 15:24:10.850898"
1155,437,"2013-08-10 18:41:00",2,"2013-08-10 18:48:00",7,661,"Subscriber",95112,"2018-09-11 15:24:10.86936","2018-09-11 15:24:10.86936"
1156,406,"2013-08-10 18:59:00",7,"2013-08-10 19:06:00",11,649,"Subscriber",95112,"2018-09-11 15:24:10.912401","2018-09-11 15:24:10.912401"
1157,221,"2013-08-10 19:05:00",5,"2013-08-10 19:09:00",4,683,"Subscriber",95136,"2018-09-11 15:24:10.928767","2018-09-11 15:24:10.928767"
1158,627,"2013-08-10 19:17:00",2,"2013-08-10 19:27:00",13,609,"Subscriber",95112,"2018-09-11 15:24:10.961066","2018-09-11 15:24:10.961066"
1159,592,"2013-08-10 19:29:00",2,"2013-08-10 19:39:00",11,96,"Subscriber",94043,"2018-09-11 15:24:10.986528","2018-09-11 15:24:10.986528"
1160,673,"2013-08-10 20:33:00",11,"2013-08-10 20:44:00",9,96,"Subscriber",95112,"2018-09-11 15:24:11.085072","2018-09-11 15:24:11.085072"
1161,492,"2013-08-10 20:40:00",4,"2013-08-10 20:48:00",5,683,"Subscriber",95136,"2018-09-11 15:24:11.101152","2018-09-11 15:24:11.101152"
1162,377,"2013-08-10 21:05:00",11,"2013-08-10 21:11:00",2,234,"Subscriber",94043,"2018-09-11 15:24:11.1291","2018-09-11 15:24:11.1291"
1163,947,"2013-08-10 21:14:00",10,"2013-08-10 21:30:00",10,25,"Customer",95112,"2018-09-11 15:24:11.149882","2018-09-11 15:24:11.149882"
1164,594,"2013-08-10 21:40:00",5,"2013-08-10 21:50:00",9,106,"Subscriber",95112,"2018-09-11 15:24:11.16095","2018-09-11 15:24:11.16095"
1165,997,"2013-08-10 22:16:00",2,"2013-08-10 22:32:00",9,82,"Subscriber",95112,"2018-09-11 15:24:11.172148","2018-09-11 15:24:11.172148"
1166,878,"2013-08-10 22:16:00",2,"2013-08-10 22:31:00",7,706,"Subscriber",95112,"2018-09-11 15:24:11.175985","2018-09-11 15:24:11.175985"
1167,209,"2013-08-10 22:18:00",4,"2013-08-10 22:21:00",3,68,"Customer",2128,"2018-09-11 15:24:11.182033","2018-09-11 15:24:11.182033"
1168,353,"2013-08-10 22:24:00",11,"2013-08-10 22:30:00",16,649,"Subscriber",95112,"2018-09-11 15:24:11.190714","2018-09-11 15:24:11.190714"
1169,162,"2013-08-10 22:53:00",14,"2013-08-10 22:55:00",4,41,"Subscriber",95113,"2018-09-11 15:24:11.210646","2018-09-11 15:24:11.210646"
1170,306,"2013-09-10 05:34:00",4,"2013-09-10 05:39:00",2,674,"Subscriber",95110,"2018-09-11 15:24:11.252279","2018-09-11 15:24:11.252279"
1171,453,"2013-09-10 07:18:00",7,"2013-09-10 07:25:00",9,661,"Subscriber",95112,"2018-09-11 15:24:11.355749","2018-09-11 15:24:11.355749"
1172,280,"2013-09-10 07:29:00",2,"2013-09-10 07:34:00",5,64,"Subscriber",94040,"2018-09-11 15:24:11.397997","2018-09-11 15:24:11.397997"
1173,480,"2013-09-10 07:48:00",7,"2013-09-10 07:56:00",2,53,"Subscriber",95112,"2018-09-11 15:24:11.470216","2018-09-11 15:24:11.470216"
1174,260,"2013-09-10 07:56:00",8,"2013-09-10 08:00:00",11,656,"Subscriber",95113,"2018-09-11 15:24:11.495953","2018-09-11 15:24:11.495953"
1175,579,"2013-09-10 08:02:00",2,"2013-09-10 08:12:00",13,53,"Subscriber",94114,"2018-09-11 15:24:11.535514","2018-09-11 15:24:11.535514"
1176,283,"2013-09-10 08:15:00",2,"2013-09-10 08:20:00",4,646,"Subscriber",94158,"2018-09-11 15:24:11.579167","2018-09-11 15:24:11.579167"
1177,316,"2013-09-10 08:28:00",2,"2013-09-10 08:33:00",4,174,"Subscriber",94403,"2018-09-11 15:24:11.646858","2018-09-11 15:24:11.646858"
1178,382,"2013-09-10 08:31:00",2,"2013-09-10 08:37:00",6,657,"Subscriber",94103,"2018-09-11 15:24:11.665326","2018-09-11 15:24:11.665326"
1179,518,"2013-09-10 09:03:00",2,"2013-09-10 09:12:00",11,674,"Subscriber",94041,"2018-09-11 15:24:11.848529","2018-09-11 15:24:11.848529"
1180,307,"2013-09-10 09:18:00",2,"2013-09-10 09:23:00",5,200,"Subscriber",94105,"2018-09-11 15:24:11.915153","2018-09-11 15:24:11.915153"
1181,334,"2013-09-10 09:19:00",16,"2013-09-10 09:25:00",7,235,"Subscriber",95126,"2018-09-11 15:24:11.92618","2018-09-11 15:24:11.92618"
1182,289,"2013-09-10 09:20:00",16,"2013-09-10 09:25:00",12,44,"Subscriber",95112,"2018-09-11 15:24:11.930121","2018-09-11 15:24:11.930121"
1183,370,"2013-09-10 10:02:00",5,"2013-09-10 10:09:00",7,683,"Subscriber",94536,"2018-09-11 15:24:12.060147","2018-09-11 15:24:12.060147"
1184,522,"2013-09-10 10:04:00",2,"2013-09-10 10:13:00",7,651,"Subscriber",94110,"2018-09-11 15:24:12.069281","2018-09-11 15:24:12.069281"
1185,111,"2013-09-10 10:19:00",12,"2013-09-10 10:21:00",7,703,"Subscriber",95062,"2018-09-11 15:24:12.099956","2018-09-11 15:24:12.099956"
1186,316,"2013-09-10 10:22:00",8,"2013-09-10 10:28:00",6,198,"Subscriber",95112,"2018-09-11 15:24:12.103953","2018-09-11 15:24:12.103953"
1187,204,"2013-09-10 11:03:00",4,"2013-09-10 11:06:00",14,41,"Subscriber",95113,"2018-09-11 15:24:12.179775","2018-09-11 15:24:12.179775"
1188,469,"2013-09-10 11:14:00",7,"2013-09-10 11:22:00",5,52,"Subscriber",94536,"2018-09-11 15:24:12.205663","2018-09-11 15:24:12.205663"
1189,357,"2013-09-10 11:17:00",10,"2013-09-10 11:23:00",9,25,"Subscriber",95008,"2018-09-11 15:24:12.214403","2018-09-11 15:24:12.214403"
1190,313,"2013-09-10 11:22:00",8,"2013-09-10 11:27:00",10,31,"Subscriber",95070,"2018-09-11 15:24:12.22793","2018-09-11 15:24:12.22793"
1191,287,"2013-09-10 11:33:00",12,"2013-09-10 11:38:00",13,102,"Subscriber",95112,"2018-09-11 15:24:12.239367","2018-09-11 15:24:12.239367"
1192,405,"2013-09-10 11:41:00",13,"2013-09-10 11:48:00",12,102,"Subscriber",95112,"2018-09-11 15:24:12.254069","2018-09-11 15:24:12.254069"
1193,233,"2013-09-10 11:52:00",10,"2013-09-10 11:56:00",8,681,"Subscriber",95113,"2018-09-11 15:24:12.284216","2018-09-11 15:24:12.284216"
1194,459,"2013-09-10 12:18:00",9,"2013-09-10 12:25:00",10,106,"Subscriber",95008,"2018-09-11 15:24:12.346333","2018-09-11 15:24:12.346333"
1195,744,"2013-09-10 12:34:00",9,"2013-09-10 12:47:00",6,78,"Subscriber",95113,"2018-09-11 15:24:12.391749","2018-09-11 15:24:12.391749"
1196,288,"2013-09-10 12:42:00",8,"2013-09-10 12:46:00",11,681,"Subscriber",95113,"2018-09-11 15:24:12.407657","2018-09-11 15:24:12.407657"
1197,213,"2013-09-10 13:10:00",24,"2013-09-10 13:13:00",26,194,"Subscriber",94403,"2018-09-11 15:24:12.471313","2018-09-11 15:24:12.471313"
1198,139,"2013-09-10 13:47:00",7,"2013-09-10 13:49:00",12,717,"Subscriber",95110,"2018-09-11 15:24:12.54156","2018-09-11 15:24:12.54156"
1199,121,"2013-09-10 13:52:00",7,"2013-09-10 13:54:00",12,703,"Subscriber",95062,"2018-09-11 15:24:12.562631","2018-09-11 15:24:12.562631"
1200,594,"2013-09-10 13:52:00",7,"2013-09-10 14:02:00",2,42,"Subscriber",94041,"2018-09-11 15:24:12.566516","2018-09-11 15:24:12.566516"
1201,260,"2013-09-10 14:05:00",26,"2013-09-10 14:09:00",24,194,"Subscriber",94403,"2018-09-11 15:24:12.583224","2018-09-11 15:24:12.583224"
1202,1641,"2013-09-10 15:15:00",6,"2013-09-10 15:43:00",12,675,"Customer",94609,"2018-09-11 15:24:12.719106","2018-09-11 15:24:12.719106"
1203,2933,"2013-09-10 15:35:00",10,"2013-09-10 16:24:00",10,196,"Subscriber",95112,"2018-09-11 15:24:12.761448","2018-09-11 15:24:12.761448"
1204,567,"2013-09-10 15:58:00",10,"2013-09-10 16:08:00",2,234,"Subscriber",94502,"2018-09-11 15:24:12.82954","2018-09-11 15:24:12.82954"
1205,430,"2013-09-10 16:03:00",2,"2013-09-10 16:10:00",11,42,"Subscriber",94109,"2018-09-11 15:24:12.853023","2018-09-11 15:24:12.853023"
1206,623,"2013-09-10 16:05:00",13,"2013-09-10 16:16:00",2,26,"Subscriber",94114,"2018-09-11 15:24:12.861935","2018-09-11 15:24:12.861935"
1207,439,"2013-09-10 16:12:00",7,"2013-09-10 16:20:00",2,706,"Customer",94609,"2018-09-11 15:24:12.888371","2018-09-11 15:24:12.888371"
1208,196,"2013-09-10 16:15:00",14,"2013-09-10 16:19:00",4,41,"Subscriber",95113,"2018-09-11 15:24:12.902286","2018-09-11 15:24:12.902286"
1209,296,"2013-09-10 16:27:00",5,"2013-09-10 16:32:00",2,52,"Subscriber",94105,"2018-09-11 15:24:12.937565","2018-09-11 15:24:12.937565"
1210,56270,"2013-09-10 16:29:00",12,"2013-10-10 08:06:00",12,660,"Customer",93905,"2018-09-11 15:24:12.948555","2018-09-11 15:24:12.948555"
1211,196,"2013-09-10 16:35:00",4,"2013-09-10 16:38:00",2,646,"Subscriber",94158,"2018-09-11 15:24:12.974034","2018-09-11 15:24:12.974034"
1212,374,"2013-09-10 16:37:00",4,"2013-09-10 16:43:00",2,41,"Subscriber",95126,"2018-09-11 15:24:12.985185","2018-09-11 15:24:12.985185"
1213,286,"2013-09-10 16:44:00",16,"2013-09-10 16:49:00",12,193,"Subscriber",94044,"2018-09-11 15:24:13.003893","2018-09-11 15:24:13.003893"
1214,373,"2013-09-10 16:49:00",6,"2013-09-10 16:55:00",2,297,"Subscriber",94002,"2018-09-11 15:24:13.02904","2018-09-11 15:24:13.02904"
1215,228,"2013-09-10 17:18:00",4,"2013-09-10 17:22:00",2,245,"Subscriber",94103,"2018-09-11 15:24:13.154149","2018-09-11 15:24:13.154149"
1216,877,"2013-09-10 17:32:00",2,"2013-09-10 17:47:00",16,76,"Subscriber",94043,"2018-09-11 15:24:13.218272","2018-09-11 15:24:13.218272"
1217,589,"2013-09-10 17:58:00",10,"2013-09-10 18:08:00",8,31,"Subscriber",95112,"2018-09-11 15:24:13.35263","2018-09-11 15:24:13.35263"
1218,427,"2013-09-10 17:59:00",16,"2013-09-10 18:07:00",11,704,"Subscriber",95112,"2018-09-11 15:24:13.36422","2018-09-11 15:24:13.36422"
1219,284,"2013-09-10 18:12:00",2,"2013-09-10 18:17:00",4,16,"Subscriber",95110,"2018-09-11 15:24:13.4299","2018-09-11 15:24:13.4299"
1220,407,"2013-09-10 18:40:00",10,"2013-09-10 18:46:00",4,196,"Subscriber",94041,"2018-09-11 15:24:13.555878","2018-09-11 15:24:13.555878"
1221,310,"2013-09-10 19:12:00",5,"2013-09-10 19:17:00",2,64,"Subscriber",94040,"2018-09-11 15:24:13.666163","2018-09-11 15:24:13.666163"
1222,748,"2013-09-10 19:15:00",2,"2013-09-10 19:28:00",9,55,"Subscriber",95112,"2018-09-11 15:24:13.675186","2018-09-11 15:24:13.675186"
1223,666,"2013-09-10 19:23:00",2,"2013-09-10 19:34:00",12,666,"Subscriber",95126,"2018-09-11 15:24:13.691224","2018-09-11 15:24:13.691224"
1224,649,"2013-09-10 19:23:00",2,"2013-09-10 19:34:00",12,26,"Subscriber",95126,"2018-09-11 15:24:13.695133","2018-09-11 15:24:13.695133"
1225,671,"2013-09-10 19:52:00",16,"2013-09-10 20:04:00",2,76,"Subscriber",94043,"2018-09-11 15:24:13.759107","2018-09-11 15:24:13.759107"
1226,540,"2013-09-10 20:01:00",7,"2013-09-10 20:10:00",2,651,"Subscriber",94110,"2018-09-11 15:24:13.777358","2018-09-11 15:24:13.777358"
1227,593,"2013-09-10 20:16:00",8,"2013-09-10 20:26:00",2,40,"Subscriber",95126,"2018-09-11 15:24:13.800948","2018-09-11 15:24:13.800948"
1228,566,"2013-09-10 20:16:00",8,"2013-09-10 20:26:00",2,673,"Subscriber",95126,"2018-09-11 15:24:13.807246","2018-09-11 15:24:13.807246"
1229,373,"2013-09-10 21:04:00",13,"2013-09-10 21:10:00",8,700,"Subscriber",94116,"2018-09-11 15:24:13.883137","2018-09-11 15:24:13.883137"
1230,414,"2013-09-10 21:16:00",11,"2013-09-10 21:23:00",2,704,"Subscriber",94109,"2018-09-11 15:24:13.896307","2018-09-11 15:24:13.896307"
1231,275,"2013-09-10 21:18:00",12,"2013-09-10 21:22:00",16,237,"Subscriber",95112,"2018-09-11 15:24:13.903988","2018-09-11 15:24:13.903988"
1232,276,"2013-09-10 21:37:00",12,"2013-09-10 21:42:00",16,70,"Subscriber",94044,"2018-09-11 15:24:13.931969","2018-09-11 15:24:13.931969"
1233,1648,"2013-09-10 21:52:00",9,"2013-09-10 22:19:00",16,90,"Customer",95112,"2018-09-11 15:24:13.950219","2018-09-11 15:24:13.950219"
1234,1519,"2013-09-10 21:54:00",9,"2013-09-10 22:20:00",16,25,"Customer",95112,"2018-09-11 15:24:13.959031","2018-09-11 15:24:13.959031"
1235,280,"2013-10-10 05:34:00",4,"2013-10-10 05:39:00",2,16,"Subscriber",95110,"2018-09-11 15:24:14.01828","2018-09-11 15:24:14.01828"
1236,773,"2013-10-10 07:36:00",2,"2013-10-10 07:48:00",10,234,"Subscriber",94502,"2018-09-11 15:24:14.15931","2018-09-11 15:24:14.15931"
1237,400,"2013-10-10 07:41:00",2,"2013-10-10 07:48:00",6,678,"Subscriber",94002,"2018-09-11 15:24:14.187522","2018-09-11 15:24:14.187522"
1238,372,"2013-10-10 07:45:00",2,"2013-10-10 07:52:00",6,673,"Subscriber",95377,"2018-09-11 15:24:14.210645","2018-09-11 15:24:14.210645"
1239,468,"2013-10-10 07:50:00",7,"2013-10-10 07:58:00",2,143,"Subscriber",95112,"2018-09-11 15:24:14.226501","2018-09-11 15:24:14.226501"
1240,275,"2013-10-10 08:10:00",8,"2013-10-10 08:14:00",11,47,"Subscriber",95113,"2018-09-11 15:24:14.306434","2018-09-11 15:24:14.306434"
1241,289,"2013-10-10 08:19:00",2,"2013-10-10 08:24:00",5,646,"Subscriber",94040,"2018-09-11 15:24:14.327518","2018-09-11 15:24:14.327518"
1242,491,"2013-10-10 08:19:00",2,"2013-10-10 08:27:00",6,231,"Subscriber",94103,"2018-09-11 15:24:14.331445","2018-09-11 15:24:14.331445"
1243,595,"2013-10-10 08:20:00",2,"2013-10-10 08:29:00",13,76,"Subscriber",94114,"2018-09-11 15:24:14.337718","2018-09-11 15:24:14.337718"
1244,524,"2013-10-10 08:32:00",8,"2013-10-10 08:40:00",11,31,"Subscriber",95112,"2018-09-11 15:24:14.404072","2018-09-11 15:24:14.404072"
1245,876,"2013-10-10 08:44:00",11,"2013-10-10 08:58:00",11,31,"Subscriber",95112,"2018-09-11 15:24:14.4801","2018-09-11 15:24:14.4801"
1246,512,"2013-10-10 08:45:00",4,"2013-10-10 08:54:00",12,196,"Subscriber",95110,"2018-09-11 15:24:14.498803","2018-09-11 15:24:14.498803"
1247,79,"2013-10-10 09:30:00",10,"2013-10-10 09:32:00",11,641,"Subscriber",95008,"2018-09-11 15:24:14.715251","2018-09-11 15:24:14.715251"
1248,524,"2013-10-10 10:08:00",2,"2013-10-10 10:16:00",12,245,"Subscriber",94041,"2018-09-11 15:24:14.821508","2018-09-11 15:24:14.821508"
1249,495,"2013-10-10 10:23:00",2,"2013-10-10 10:31:00",3,297,"Subscriber",94611,"2018-09-11 15:24:14.864848","2018-09-11 15:24:14.864848"
1250,494,"2013-10-10 10:39:00",2,"2013-10-10 10:47:00",11,706,"Subscriber",94041,"2018-09-11 15:24:14.897629","2018-09-11 15:24:14.897629"
1251,229,"2013-10-10 10:39:00",2,"2013-10-10 10:42:00",5,52,"Subscriber",94105,"2018-09-11 15:24:14.901658","2018-09-11 15:24:14.901658"
1252,281,"2013-10-10 11:25:00",10,"2013-10-10 11:30:00",8,106,"Subscriber",95008,"2018-09-11 15:24:14.996974","2018-09-11 15:24:14.996974"
1253,1292,"2013-10-10 11:45:00",3,"2013-10-10 12:07:00",8,68,"Subscriber",95112,"2018-09-11 15:24:15.041687","2018-09-11 15:24:15.041687"
1254,1256,"2013-10-10 11:46:00",3,"2013-10-10 12:07:00",8,659,"Subscriber",94041,"2018-09-11 15:24:15.048195","2018-09-11 15:24:15.048195"
1255,542,"2013-10-10 12:00:00",16,"2013-10-10 12:09:00",11,25,"Subscriber",95112,"2018-09-11 15:24:15.085914","2018-09-11 15:24:15.085914"
1256,301,"2013-10-10 12:03:00",13,"2013-10-10 12:08:00",11,184,"Subscriber",95035,"2018-09-11 15:24:15.094845","2018-09-11 15:24:15.094845"
1257,459,"2013-10-10 12:08:00",8,"2013-10-10 12:16:00",10,106,"Subscriber",95008,"2018-09-11 15:24:15.115831","2018-09-11 15:24:15.115831"
1258,258,"2013-10-10 12:19:00",8,"2013-10-10 12:23:00",7,670,"Subscriber",94041,"2018-09-11 15:24:15.131994","2018-09-11 15:24:15.131994"
1259,254,"2013-10-10 12:19:00",8,"2013-10-10 12:23:00",7,68,"Subscriber",95112,"2018-09-11 15:24:15.138651","2018-09-11 15:24:15.138651"
1260,882,"2013-10-10 12:31:00",14,"2013-10-10 12:46:00",14,107,"Subscriber",95113,"2018-09-11 15:24:15.175916","2018-09-11 15:24:15.175916"
1261,1552,"2013-10-10 12:52:00",12,"2013-10-10 13:18:00",11,703,"Subscriber",95112,"2018-09-11 15:24:15.211256","2018-09-11 15:24:15.211256"
1262,1516,"2013-10-10 12:53:00",12,"2013-10-10 13:18:00",11,245,"Subscriber",94041,"2018-09-11 15:24:15.21528","2018-09-11 15:24:15.21528"
1263,735,"2013-10-10 13:17:00",11,"2013-10-10 13:29:00",10,25,"Subscriber",95035,"2018-09-11 15:24:15.296266","2018-09-11 15:24:15.296266"
1264,1896,"2013-10-10 13:26:00",11,"2013-10-10 13:57:00",13,703,"Subscriber",95112,"2018-09-11 15:24:15.32942","2018-09-11 15:24:15.32942"
1265,1894,"2013-10-10 13:26:00",11,"2013-10-10 13:57:00",13,178,"Subscriber",94041,"2018-09-11 15:24:15.333297","2018-09-11 15:24:15.333297"
1266,1677,"2013-10-10 13:44:00",3,"2013-10-10 14:12:00",3,297,"Subscriber",94611,"2018-09-11 15:24:15.365944","2018-09-11 15:24:15.365944"
1267,1218,"2013-10-10 14:32:00",3,"2013-10-10 14:53:00",16,648,"Subscriber",95112,"2018-09-11 15:24:15.475847","2018-09-11 15:24:15.475847"
1268,163,"2013-10-10 15:37:00",7,"2013-10-10 15:39:00",12,68,"Subscriber",95112,"2018-09-11 15:24:15.613142","2018-09-11 15:24:15.613142"
1269,577,"2013-10-10 16:00:00",10,"2013-10-10 16:10:00",2,234,"Subscriber",94502,"2018-09-11 15:24:15.679678","2018-09-11 15:24:15.679678"
1270,565,"2013-10-10 16:05:00",13,"2013-10-10 16:14:00",2,76,"Subscriber",94114,"2018-09-11 15:24:15.708741","2018-09-11 15:24:15.708741"
1271,202,"2013-10-10 16:09:00",14,"2013-10-10 16:12:00",4,107,"Subscriber",95113,"2018-09-11 15:24:15.727159","2018-09-11 15:24:15.727159"
1272,644,"2013-10-10 16:29:00",13,"2013-10-10 16:39:00",3,53,"Customer",95112,"2018-09-11 15:24:15.812004","2018-09-11 15:24:15.812004"
1273,233,"2013-10-10 16:30:00",5,"2013-10-10 16:34:00",2,52,"Subscriber",94105,"2018-09-11 15:24:15.821089","2018-09-11 15:24:15.821089"
